"","participant","question","language","trash","consonant","vot"
"184",8,6,"L1","vot","p",5.61789515713603
"185",8,6,"L2","vot","p",48.7028618056486
"186",8,6,"L3","vot","p",46.3540035301916
"187",8,7,"L1","vot","p",7.32870590823589
"188",8,7,"L2","vot","p",33.8859482077397
"189",8,7,"L3","vot","p",61.623272469603
"190",8,8,"L1","vot","p",15.277666977302
"191",8,8,"L2","vot","p",0.840070433849498
"192",8,8,"L3","vot","p",13.2049022589266
"193",9,1,"L1","vot","p",10.3249867159267
"194",9,1,"L2","vot","p",39.7608380496551
"195",9,1,"L3","vot","p",51.3309539502307
"196",9,2,"L1","vot","p",22.5413971493689
"197",9,2,"L2","vot","p",47.4395309438582
"198",9,2,"L3","vot","p",30.4012449129977
"199",9,3,"L1","vot","p",0.107425287452028
"200",9,3,"L2","vot","p",24.3081068261649
"201",9,3,"L3","vot","p",29.4125333403365
"202",9,4,"L1","vot","p",5.49648497049544
"203",9,4,"L2","vot","p",65.9040057323706
"204",9,4,"L3","vot","p",-0.223411924054872
"205",9,5,"L1","vot","p",9.50681857521719
"206",9,5,"L2","vot","p",31.5743230298407
"207",9,5,"L3","vot","p",-23.172108308506
"208",9,6,"L1","vot","p",23.9602726086485
"209",9,6,"L2","vot","p",56.9133699854199
"210",9,6,"L3","vot","p",93.9741875003928
"211",9,7,"L1","vot","p",11.6336111048905
"212",9,7,"L2","vot","p",35.8788561269204
"213",9,7,"L3","vot","p",33.0759169862489
"214",9,8,"L1","vot","p",14.0623519915534
"215",9,8,"L2","vot","p",35.0061441740171
"216",9,8,"L3","vot","p",62.6371563437657
"217",10,1,"L1","vot","p",17.9192478441876
"218",10,1,"L2","vot","p",44.600630797885
"219",10,1,"L3","vot","p",33.5091911721256
"220",10,2,"L1","vot","p",12.3107860074796
"221",10,2,"L2","vot","p",43.6671205825228
"222",10,2,"L3","vot","p",1.71951887316207
"223",10,3,"L1","vot","p",15.0342891831351
"224",10,3,"L2","vot","p",13.2224313824906
"225",10,3,"L3","vot","p",23.8784359206112
"226",10,4,"L1","vot","p",20.8496110460862
"227",10,4,"L2","vot","p",9.56422577288107
"228",10,4,"L3","vot","p",37.4823872510345
"229",10,5,"L1","vot","p",26.3048783585726
"230",10,5,"L2","vot","p",44.8044713340074
"231",10,5,"L3","vot","p",75.7960656815418
"232",10,6,"L1","vot","p",15.4612663575073
"233",10,6,"L2","vot","p",15.6617055086654
"234",10,6,"L3","vot","p",4.08966255527299
"235",10,7,"L1","vot","p",7.18646003974991
"236",10,7,"L2","vot","p",15.1602045976082
"237",10,7,"L3","vot","p",51.3264466764759
"238",10,8,"L1","vot","p",5.58462358393836
"239",10,8,"L2","vot","p",50.1403967827198
"240",10,8,"L3","vot","p",10.3747413843873
"241",11,1,"L1","vot","p",-1.55852054432378
"242",11,1,"L2","vot","p",18.2584371400915
"243",11,1,"L3","vot","p",40.7651757751527
"244",11,2,"L1","vot","p",17.8563576417827
"245",11,2,"L2","vot","p",21.3612075799375
"246",11,2,"L3","vot","p",38.6093270988846
"247",11,3,"L1","vot","p",6.99868372338848
"248",11,3,"L2","vot","p",34.0553311042759
"249",11,3,"L3","vot","p",59.5514693230314
"250",11,4,"L1","vot","p",24.5208934061494
"251",11,4,"L2","vot","p",62.580210397535
"252",11,4,"L3","vot","p",21.3086818798963
"253",11,5,"L1","vot","p",9.47729709117569
"254",11,5,"L2","vot","p",62.5258849831426
"255",11,5,"L3","vot","p",66.3652309609369
"256",11,6,"L1","vot","p",28.4111178456764
"257",11,6,"L2","vot","p",17.9984553637921
"258",11,6,"L3","vot","p",30.6539896040943
"259",11,7,"L1","vot","p",8.61268710513041
"260",11,7,"L2","vot","p",15.4875202097854
"261",11,7,"L3","vot","p",-2.19627920059509
"262",11,8,"L1","vot","p",8.35989439907814
"263",11,8,"L2","vot","p",50.8840224035212
"264",11,8,"L3","vot","p",32.7944096043113
"265",12,1,"L1","vot","p",11.1031495531156
"266",12,1,"L2","vot","p",39.4572559934492
"267",12,1,"L3","vot","p",50.0442718019062
"268",12,2,"L1","vot","p",6.18949662093168
"269",12,2,"L2","vot","p",69.7145777477359
"270",12,2,"L3","vot","p",16.5291173570476
"271",12,3,"L1","vot","p",13.3587807425103
"272",12,3,"L2","vot","p",38.8829397413799
"273",12,3,"L3","vot","p",50.4369411890522
"274",12,4,"L1","vot","p",6.96500658945595
"275",12,4,"L2","vot","p",57.2101574899144
"276",12,4,"L3","vot","p",2.26601995827308
"277",12,5,"L1","vot","p",16.2342540887344
"278",12,5,"L2","vot","p",50.7789586327451
"279",12,5,"L3","vot","p",56.0540025700779
"280",12,6,"L1","vot","p",15.3176516523585
"281",12,6,"L2","vot","p",37.1585340024313
"282",12,6,"L3","vot","p",29.2862175832099
"283",12,7,"L1","vot","p",6.13028217470423
"284",12,7,"L2","vot","p",29.5609700968018
"285",12,7,"L3","vot","p",10.9639245247783
"286",12,8,"L1","vot","p",20.5799494337013
"287",12,8,"L2","vot","p",29.5339685246132
"288",12,8,"L3","vot","p",47.9026736443037
"289",13,1,"L1","vot","p",24.3394154867514
"290",13,1,"L2","vot","p",25.0960244433487
"291",13,1,"L3","vot","p",54.2852362845237
"292",13,2,"L1","vot","p",9.38402596914911
"293",13,2,"L2","vot","p",61.689749549898
"294",13,2,"L3","vot","p",39.2678393573241
"295",13,3,"L1","vot","p",20.3612214066602
"296",13,3,"L2","vot","p",46.7782125100411
"297",13,3,"L3","vot","p",45.1889003881339
"298",13,4,"L1","vot","p",2.79800655843092
"299",13,4,"L2","vot","p",7.1127171930826
"300",13,4,"L3","vot","p",95.3206001732333
"301",13,5,"L1","vot","p",24.4626807620036
"302",13,5,"L2","vot","p",61.2665754245672
"303",13,5,"L3","vot","p",48.7331610168458
"304",13,6,"L1","vot","p",-8.23349624580644
"305",13,6,"L2","vot","p",48.2685384822444
"306",13,6,"L3","vot","p",66.8431931067201
"307",13,7,"L1","vot","p",22.8616381533875
"308",13,7,"L2","vot","p",6.64440349343565
"309",13,7,"L3","vot","p",61.6570749490522
"310",13,8,"L1","vot","p",28.5219568770206
"311",13,8,"L2","vot","p",43.3305709145468
"312",13,8,"L3","vot","p",49.8081097178089
"313",14,1,"L1","vot","p",22.5358737902685
"314",14,1,"L2","vot","p",69.4701015711696
"315",14,1,"L3","vot","p",0.175887611478338
"316",14,2,"L1","vot","p",11.9032593934461
"317",14,2,"L2","vot","p",8.65303535864939
"318",14,2,"L3","vot","p",27.7344639872994
"319",14,3,"L1","vot","p",20.0588752167228
"320",14,3,"L2","vot","p",47.5457922356784
"321",14,3,"L3","vot","p",42.0836101862372
"322",14,4,"L1","vot","p",17.8939190982832
"323",14,4,"L2","vot","p",46.8524677752207
"324",14,4,"L3","vot","p",28.2010232586685
"325",14,5,"L1","vot","p",19.1687458020698
"326",14,5,"L2","vot","p",26.3273069459724
"327",14,5,"L3","vot","p",32.040314437312
"328",14,6,"L1","vot","p",15.2148411551248
"329",14,6,"L2","vot","p",18.6354185430014
"330",14,6,"L3","vot","p",97.8769311167462
"331",14,7,"L1","vot","p",26.2443698884472
"332",14,7,"L2","vot","p",31.1502823182682
"333",14,7,"L3","vot","p",85.6417547184761
"334",14,8,"L1","vot","p",21.9810142661523
"335",14,8,"L2","vot","p",47.0064141037411
"336",14,8,"L3","vot","p",40.8507951703453
"337",15,1,"L1","vot","p",23.9592389769325
"338",15,1,"L2","vot","p",18.1162796170581
"339",15,1,"L3","vot","p",14.9109547496724
"340",15,2,"L1","vot","p",14.0685691865932
"341",15,2,"L2","vot","p",35.2436746898717
"342",15,2,"L3","vot","p",16.289284924645
"343",15,3,"L1","vot","p",5.65934614377791
"344",15,3,"L2","vot","p",31.2199984523147
"345",15,3,"L3","vot","p",36.218008044915
"346",15,4,"L1","vot","p",25.0356485137442
"347",15,4,"L2","vot","p",44.7437624155485
"348",15,4,"L3","vot","p",36.1249157341835
"349",15,5,"L1","vot","p",7.65047028304911
"350",15,5,"L2","vot","p",65.9191527383718
"351",15,5,"L3","vot","p",35.5563073443834
"352",15,6,"L1","vot","p",5.60068456326761
"353",15,6,"L2","vot","p",54.4509327161083
"354",15,6,"L3","vot","p",43.9037837183734
"355",15,7,"L1","vot","p",22.1434247132239
"356",15,7,"L2","vot","p",-5.65440449292793
"357",15,7,"L3","vot","p",37.4956175927585
"358",15,8,"L1","vot","p",17.9140647843434
"359",15,8,"L2","vot","p",82.5252413149711
"360",15,8,"L3","vot","p",55.1907824153007
"361",16,1,"L1","vot","p",15.4284658779828
"362",16,1,"L2","vot","p",38.7536468760254
"363",16,1,"L3","vot","p",42.2542599395389
"364",16,2,"L1","vot","p",14.1851853565177
"365",16,2,"L2","vot","p",53.6141978515368
"366",16,2,"L3","vot","p",34.8951126983242
"367",16,3,"L1","vot","p",23.3963326490328
"368",16,3,"L2","vot","p",55.4543972872295
"369",16,3,"L3","vot","p",41.80491052332
"370",16,4,"L1","vot","p",33.8263993677389
"371",16,4,"L2","vot","p",16.377044588901
"372",16,4,"L3","vot","p",72.581151585936
"373",16,5,"L1","vot","p",23.078921097887
"374",16,5,"L2","vot","p",14.177748923956
"375",16,5,"L3","vot","p",66.1232537509746
"376",16,6,"L1","vot","p",18.8062342120555
"377",16,6,"L2","vot","p",29.6742884897014
"378",16,6,"L3","vot","p",48.1030836045757
"379",16,7,"L1","vot","p",15.4343172897385
"380",16,7,"L2","vot","p",38.4329116284129
"381",16,7,"L3","vot","p",52.6830017616929
"382",16,8,"L1","vot","p",8.14861978176432
"383",16,8,"L2","vot","p",0.804597374503551
"384",16,8,"L3","vot","p",81.5118777298595
"385",17,1,"L1","vot","p",12.7015383500077
"386",17,1,"L2","vot","p",39.6165736696327
"387",17,1,"L3","vot","p",38.8585003676836
"388",17,2,"L1","vot","p",8.04491344674297
"389",17,2,"L2","vot","p",26.1904069791341
"390",17,2,"L3","vot","p",70.5916116415239
"391",17,3,"L1","vot","p",11.2182660314957
"392",17,3,"L2","vot","p",52.1957370054148
"393",17,3,"L3","vot","p",11.4039840016288
"394",17,4,"L1","vot","p",23.0674597638644
"395",17,4,"L2","vot","p",20.9212001632493
"396",17,4,"L3","vot","p",62.3910623146741
"397",17,5,"L1","vot","p",23.9438002021891
"398",17,5,"L2","vot","p",50.171747747655
"399",17,5,"L3","vot","p",10.5294158050347
"400",17,6,"L1","vot","p",-9.14666256161204
"401",17,6,"L2","vot","p",79.959905124733
"402",17,6,"L3","vot","p",52.7754818312794
"403",17,7,"L1","vot","p",16.7743757123602
"404",17,7,"L2","vot","p",19.7739788509458
"405",17,7,"L3","vot","p",52.624432051488
"406",17,8,"L1","vot","p",11.8465418426651
"407",17,8,"L2","vot","p",67.9791336404954
"408",17,8,"L3","vot","p",36.8085317627537
"409",18,1,"L1","vot","p",15.7164545008985
"410",18,1,"L2","vot","p",35.4636084508715
"411",18,1,"L3","vot","p",57.1285861054904
"412",18,2,"L1","vot","p",27.3589514405016
"413",18,2,"L2","vot","p",57.9814503355366
"414",18,2,"L3","vot","p",54.7440051288812
"415",18,3,"L1","vot","p",14.7493899132583
"416",18,3,"L2","vot","p",42.0008523065785
"417",18,3,"L3","vot","p",25.6246518541199
"418",18,4,"L1","vot","p",14.8096061994648
"419",18,4,"L2","vot","p",54.2603390939586
"420",18,4,"L3","vot","p",15.3820776541905
"421",18,5,"L1","vot","p",4.66746427740589
"422",18,5,"L2","vot","p",37.3613574772808
"423",18,5,"L3","vot","p",49.0260149103641
"424",18,6,"L1","vot","p",18.4895084330949
"425",18,6,"L2","vot","p",3.73100013227609
"426",18,6,"L3","vot","p",0.86600190609218
"427",18,7,"L1","vot","p",7.78707531941458
"428",18,7,"L2","vot","p",39.6071646182546
"429",18,7,"L3","vot","p",21.5481278490444
"430",18,8,"L1","vot","p",3.81752792863255
"431",18,8,"L2","vot","p",48.6310891799398
"432",18,8,"L3","vot","p",49.5869123323928
"433",19,1,"L1","vot","p",13.4809327476257
"434",19,1,"L2","vot","p",51.9588611468355
"435",19,1,"L3","vot","p",22.0666051671221
"436",19,2,"L1","vot","p",6.65408623724749
"437",19,2,"L2","vot","p",50.501367290956
"438",19,2,"L3","vot","p",80.1269809443247
"439",19,3,"L1","vot","p",21.6744882767616
"440",19,3,"L2","vot","p",58.2019658223082
"441",19,3,"L3","vot","p",38.8902461442975
"442",19,4,"L1","vot","p",14.266460624316
"443",19,4,"L2","vot","p",20.5820542844327
"444",19,4,"L3","vot","p",70.1302068564106
"445",19,5,"L1","vot","p",5.78697449850429
"446",19,5,"L2","vot","p",44.2075380504379
"447",19,5,"L3","vot","p",14.5022115375846
"448",19,6,"L1","vot","p",5.27479096220445
"449",19,6,"L2","vot","p",-4.11888853552776
"450",19,6,"L3","vot","p",44.1078034165667
"451",19,7,"L1","vot","p",16.8044616558578
"452",19,7,"L2","vot","p",49.3002754563335
"453",19,7,"L3","vot","p",19.5789762653234
"454",19,8,"L1","vot","p",5.22819015248915
"455",19,8,"L2","vot","p",32.4407470773052
"456",19,8,"L3","vot","p",65.5318804532113
"457",20,1,"L1","vot","p",16.3613745734341
"458",20,1,"L2","vot","p",58.2595440194791
"459",20,1,"L3","vot","p",24.5146327648742
"460",20,2,"L1","vot","p",7.00975019632494
"461",20,2,"L2","vot","p",71.8027771978442
"462",20,2,"L3","vot","p",57.3941143113795
"463",20,3,"L1","vot","p",27.5554175386881
"464",20,3,"L2","vot","p",74.190330194473
"465",20,3,"L3","vot","p",20.8192962741468
"466",20,4,"L1","vot","p",12.5007539892097
"467",20,4,"L2","vot","p",2.02815011141497
"468",20,4,"L3","vot","p",58.1925979812933
"469",20,5,"L1","vot","p",28.5756460340318
"470",20,5,"L2","vot","p",-4.142600580511
"471",20,5,"L3","vot","p",82.7060277146821
"472",20,6,"L1","vot","p",9.92774343854555
"473",20,6,"L2","vot","p",2.30546570593714
"474",20,6,"L3","vot","p",12.3830521366386
"475",20,7,"L1","vot","p",5.85322456864085
"476",20,7,"L2","vot","p",52.2638405037058
"477",20,7,"L3","vot","p",51.64897548318
"478",20,8,"L1","vot","p",17.7100179589819
"479",20,8,"L2","vot","p",47.4106236373136
"480",20,8,"L3","vot","p",33.882630075406
"481",21,1,"L1","vot","p",9.25833264873352
"482",21,1,"L2","vot","p",59.9754885073205
"483",21,1,"L3","vot","p",16.0239821918563
"484",21,2,"L1","vot","p",15.3050641760249
"485",21,2,"L2","vot","p",30.5835182594644
"486",21,2,"L3","vot","p",42.6989704821166
"487",21,3,"L1","vot","p",14.5295027535014
"488",21,3,"L2","vot","p",27.1357146160701
"489",21,3,"L3","vot","p",41.3862795825728
"490",21,4,"L1","vot","p",10.4238426487342
"491",21,4,"L2","vot","p",29.2685894727261
"492",21,4,"L3","vot","p",42.4953706407417
"493",21,5,"L1","vot","p",20.5634810102561
"494",21,5,"L2","vot","p",30.8520760685307
"495",21,5,"L3","vot","p",-0.428735215519161
"496",21,6,"L1","vot","p",15.6213120089862
"497",21,6,"L2","vot","p",51.4458173067379
"498",21,6,"L3","vot","p",58.6106798234135
"499",21,7,"L1","vot","p",7.18014104075485
"500",21,7,"L2","vot","p",14.5230484801697
"501",21,7,"L3","vot","p",30.2016649123289
"502",21,8,"L1","vot","p",24.1902843314907
"503",21,8,"L2","vot","p",7.65357603341679
"504",21,8,"L3","vot","p",54.985120952837
"505",22,1,"L1","vot","p",6.89812672908952
"506",22,1,"L2","vot","p",5.9105311012012
"507",22,1,"L3","vot","p",44.2411402021401
"508",22,2,"L1","vot","p",21.5857925388124
"509",22,2,"L2","vot","p",55.6772590717684
"510",22,2,"L3","vot","p",31.9879777373137
"511",22,3,"L1","vot","p",21.8913811170377
"512",22,3,"L2","vot","p",61.8303580654687
"513",22,3,"L3","vot","p",0.14718988526765
"514",22,4,"L1","vot","p",28.2193149571006
"515",22,4,"L2","vot","p",36.487812953412
"516",22,4,"L3","vot","p",46.382835359074
"517",22,5,"L1","vot","p",12.1104270953001
"518",22,5,"L2","vot","p",65.4394518246849
"519",22,5,"L3","vot","p",53.8800755396131
"520",22,6,"L1","vot","p",18.7538315005339
"521",22,6,"L2","vot","p",27.53411287102
"522",22,6,"L3","vot","p",36.8694618216108
"523",22,7,"L1","vot","p",18.6963766785572
"524",22,7,"L2","vot","p",21.9146385424029
"525",22,7,"L3","vot","p",53.013726147658
"526",22,8,"L1","vot","p",8.08466021625629
"527",22,8,"L2","vot","p",41.4013864774119
"528",22,8,"L3","vot","p",107.619153735859
"529",23,1,"L1","vot","p",17.5934752553086
"530",23,1,"L2","vot","p",9.44354133808884
"531",23,1,"L3","vot","p",23.8677784119469
"532",23,2,"L1","vot","p",10.9781423140801
"533",23,2,"L2","vot","p",41.1791378506823
"534",23,2,"L3","vot","p",-1.06028384711762
"535",23,3,"L1","vot","p",19.8991607764035
"536",23,3,"L2","vot","p",18.8465254992858
"537",23,3,"L3","vot","p",32.127327142201
"538",23,4,"L1","vot","p",13.5806612387755
"539",23,4,"L2","vot","p",66.2815640356611
"540",23,4,"L3","vot","p",40.1607790594829
"541",23,5,"L1","vot","p",18.4116592551991
"542",23,5,"L2","vot","p",2.79275692755795
"543",23,5,"L3","vot","p",37.3906794780488
"544",23,6,"L1","vot","p",4.98552917200951
"545",23,6,"L2","vot","p",43.980471563382
"546",23,6,"L3","vot","p",64.7856971292419
"547",23,7,"L1","vot","p",28.4773209698264
"548",23,7,"L2","vot","p",23.6332456927931
"549",23,7,"L3","vot","p",15.2147403454071
"550",23,8,"L1","vot","p",22.493087094065
"551",23,8,"L2","vot","p",53.9941552588232
"552",23,8,"L3","vot","p",43.7631598671218
"553",24,1,"L1","vot","p",8.06761217802573
"554",24,1,"L2","vot","p",35.6126234923919
"555",24,1,"L3","vot","p",25.2495141982927
"556",24,2,"L1","vot","p",13.1479155259739
"557",24,2,"L2","vot","p",48.0476829244942
"558",24,2,"L3","vot","p",47.3145065119896
"559",24,3,"L1","vot","p",8.18047528682425
"560",24,3,"L2","vot","p",60.6435971999432
"561",24,3,"L3","vot","p",8.22735086713701
"562",24,4,"L1","vot","p",-1.12253958663326
"563",24,4,"L2","vot","p",60.9343404874263
"564",24,4,"L3","vot","p",59.2194958086768
"565",24,5,"L1","vot","p",27.8040032021772
"566",24,5,"L2","vot","p",44.0050906938063
"567",24,5,"L3","vot","p",30.1746097172635
"568",24,6,"L1","vot","p",17.3358390175933
"569",24,6,"L2","vot","p",34.5327961148962
"570",24,6,"L3","vot","p",40.9557408042369
"571",24,7,"L1","vot","p",26.089378730004
"572",24,7,"L2","vot","p",-2.33102941536772
"573",24,7,"L3","vot","p",24.3769504106056
"574",24,8,"L1","vot","p",0.608558466635895
"575",24,8,"L2","vot","p",2.56602843767895
"576",24,8,"L3","vot","p",93.7576034598329
"577",25,1,"L1","vot","p",15.6532311256939
"578",25,1,"L2","vot","p",17.8669138495609
"579",25,1,"L3","vot","p",79.7649909491607
"580",25,2,"L1","vot","p",17.2719149790602
"581",25,2,"L2","vot","p",65.2868866260485
"582",25,2,"L3","vot","p",85.9816043189581
