"","X","f1","f2","participant","question","language","vowel","logf1","logf2"
"32",32,549.180561452647,812.183491862192,8,4,"l1","a",6.30842727897144,6.69972628983287
"33",33,572.22674767404,1019.3602596023,9,1,"l1","a",6.34953532484686,6.92693051304
"34",34,988.586879772433,1153.88175170602,9,2,"l1","a",6.89627652926186,7.05088697362547
"35",35,598.786100486947,1221.24467104488,9,3,"l1","a",6.39490443999642,7.10762583982229
"36",36,898.362892683905,1291.62465476314,9,4,"l1","a",6.80057409879105,7.16365612724571
"37",37,1161.5996664938,1211.74453727965,10,1,"l1","a",7.05755335696116,7.09981636659042
"38",38,956.363573648819,1226.46575639558,10,2,"l1","a",6.863138147917,7.11189194353347
"39",39,712.297492789392,1510.31725797015,10,3,"l1","a",6.568495651098,7.32007501235608
"40",40,1029.96538686574,1379.71647941912,10,4,"l1","a",6.9372804756743,7.22963330734728
"41",41,743.609324550161,1186.93770465042,11,1,"l1","a",6.61151579550799,7.07913191189332
"42",42,961.311765549912,1375.71662840518,11,2,"l1","a",6.8682987742041,7.22673005862599
"43",43,761.611389873226,1168.33782068068,11,3,"l1","a",6.63543643855601,7.06333735160405
"44",44,940.853357367286,854.857226597542,11,4,"l1","a",6.84678729042483,6.75093446855735
"45",45,758.18701887772,1475.07922644598,12,1,"l1","a",6.63093008196194,7.29646698017617
"46",46,849.736719990715,1029.52749563017,12,2,"l1","a",6.74492656031726,6.9368552338627
"47",47,675.256629707036,1195.11747096795,12,3,"l1","a",6.51509281077638,7.08599976159951
"48",48,985.676197795533,1121.52853644915,12,4,"l1","a",6.89332790086592,7.02244779853102
"49",49,1082.59647179409,1063.80287197395,13,1,"l1","a",6.98711757534602,6.96960538203568
"50",50,742.710960746826,1190.05402210963,13,2,"l1","a",6.61030695253973,7.08175398180595
"51",51,684.243146402032,744.525508041524,13,3,"l1","a",6.52831333165145,6.61274711351366
"52",52,939.933749952283,1358.89922813061,13,4,"l1","a",6.84580939400614,7.21443025991585
"53",53,974.255628505214,1177.9849121387,14,1,"l1","a",6.88167372147204,7.07156055609784
"54",54,739.962706653173,1297.16090110547,14,2,"l1","a",6.60659978851364,7.16793323298714
"55",55,488.125690341151,1294.76157973564,14,3,"l1","a",6.19057293486419,7.16608184887138
"56",56,1062.21160964561,1151.34772102481,14,4,"l1","a",6.96810843773991,7.04868846650775
"57",57,583.726328991841,1304.76169071727,15,1,"l1","a",6.36943225825403,7.17377569060392
"58",58,768.388395295731,1360.54349377164,15,2,"l1","a",6.64429532835419,7.21563952667345
"59",59,676.156608010841,1097.8374751146,15,3,"l1","a",6.51642471786702,7.00109759209227
"60",60,658.545204552737,1221.104455561,15,4,"l1","a",6.4900331665914,7.10751101964159
"61",61,799.637797817348,1242.92628552182,16,1,"l1","a",6.68415887241615,7.12522378606901
"62",62,1081.82978852917,930.07124637342,16,2,"l1","a",6.9864091351362,6.83526119221666
"63",63,876.96798615903,1074.53098473348,16,3,"l1","a",6.77647048789636,6.97963955208698
"64",64,771.232272880838,1259.74621333465,16,4,"l1","a",6.64798959003594,7.13866556166982
"65",65,601.225488783997,976.033865349874,17,1,"l1","a",6.39897005349375,6.88349728391551
"66",66,992.302880827817,1156.59994153654,17,2,"l1","a",6.9000283840983,7.05323989517643
"67",67,797.73381497272,1106.83354395131,17,3,"l1","a",6.68177497660747,7.00925855460143
"68",68,577.810768191337,1292.063589823,17,4,"l1","a",6.35924642439592,7.16399590126063
"69",69,893.457349782074,1227.25857593094,18,1,"l1","a",6.7950985995845,7.11253816083874
"70",70,381.430720385023,1054.41310852567,18,2,"l1","a",5.94392923629133,6.96073959588423
"71",71,868.421361223816,1108.3057664141,18,3,"l1","a",6.76667703607081,7.01058779170419
"72",72,1244.24113095748,1169.62250755818,18,4,"l1","a",7.12628108969034,7.06443633261865
"73",73,760.576191026601,1291.2190553531,19,1,"l1","a",6.63407629212044,7.16334205527009
"74",74,904.567386499256,1113.66429616234,19,2,"l1","a",6.80745680344142,7.01541102512817
"75",75,683.284624606042,1085.46061551543,19,3,"l1","a",6.5269114998594,6.98975970631598
"76",76,900.807221155299,1280.79866350896,19,4,"l1","a",6.80329127373351,7.15523911820052
"77",77,827.419300088184,1224.49987750125,20,1,"l1","a",6.71831157994354,7.11028777635241
"78",78,890.823340197789,861.895232041672,20,2,"l1","a",6.79214613642949,6.75913372272214
"79",79,673.669224243101,1256.18014559814,20,3,"l1","a",6.51273922522969,7.13583076476733
"80",80,739.870693726373,1212.12473102178,20,4,"l1","a",6.60647543272211,7.10013007471835
"81",81,760.685893986652,974.448840272787,21,1,"l1","a",6.63422051836695,6.88187201913216
"82",82,938.51659563037,1325.92194361349,21,2,"l1","a",6.84430053901393,7.18986330295996
"83",83,986.217475408456,1207.66295377113,21,3,"l1","a",6.89387689357671,7.09644232778486
"84",84,914.177043284007,1094.91776654181,21,4,"l1","a",6.81802425432005,6.99843454038195
"85",85,788.055876315863,1226.48209311921,22,1,"l1","a",6.66956899637424,7.11190526360763
"86",86,460.582500398795,1028.2119663296,22,2,"l1","a",6.13249199360967,6.93557661768789
"87",87,544.65140094476,1247.58883826591,22,3,"l1","a",6.30014595871786,7.12896803812895
"88",88,728.05527784389,1103.92410329337,22,4,"l1","a",6.59037697641831,7.00662647745698
"89",89,789.279130391017,1329.19594335226,23,1,"l1","a",6.67112003570981,7.19232948452894
"90",90,362.755806514992,1088.54720392734,23,2,"l1","a",5.89372989856931,6.99259924576771
"91",91,668.708387643904,1154.71269668287,23,3,"l1","a",6.50534807219034,7.05160684455239
"92",92,801.863264402343,1133.87606272888,23,4,"l1","a",6.68693810006697,7.03339718618867
"93",93,988.346851765172,1350.71217547179,24,1,"l1","a",6.89603370067878,7.20838726972006
"94",94,666.548395247139,1110.53927381502,24,2,"l1","a",6.50211274800618,7.01260100859388
"95",95,664.010194479278,1275.21319557119,24,3,"l1","a",6.49829750249002,7.15086865582682
"96",96,619.834476261062,1133.92856587444,24,4,"l1","a",6.42945246862282,7.0334434892475
"97",97,802.020284235927,959.291013423178,25,1,"l1","a",6.68713389961142,6.86619448393178
"98",98,932.949030650459,1104.01886534274,25,2,"l1","a",6.83835056982719,7.00671231486381
"99",99,862.995233211203,1059.14623354923,25,3,"l1","a",6.76040916755856,6.9652184225171
"100",100,937.145011902762,1096.30446526302,25,4,"l1","a",6.84283803216666,6.99970022570241
"101",101,856.321799996901,1030.59509449414,26,1,"l1","a",6.75264624007186,6.93789167602848
"102",102,774.138313329347,1044.60776437455,26,2,"l1","a",6.65175055701681,6.95139674884318
"103",103,796.806898860146,1072.31036838356,26,3,"l1","a",6.68061236444092,6.97757082247298
"104",104,708.276990792993,1362.97422131149,26,4,"l1","a",6.56283524711685,7.21742451831995
"105",105,512.619658591358,1593.98811617022,27,1,"l1","a",6.23953416393857,7.37399440397119
"106",106,590.864628277606,1114.46103145088,27,2,"l1","a",6.38158693580107,7.01612618716383
"107",107,849.29636190488,1460.54322343859,27,3,"l1","a",6.74440819713718,7.28656371634954
"108",108,792.088419759953,1200.64679992852,27,4,"l1","a",6.67467302669407,7.09061569050824
"109",109,803.891646164858,894.263774060273,28,1,"l1","a",6.68946449164521,6.79600078093945
"110",110,830.880325988541,1457.77985079978,28,2,"l1","a",6.72248577243723,7.28466990720338
"111",111,963.170086473527,1161.37626278537,28,3,"l1","a",6.87023001767023,7.05736101428011
"112",112,657.49867881948,1009.56608639917,28,4,"l1","a",6.48844275464987,6.91727590009673
"113",113,772.518162448887,1074.63076888189,29,1,"l1","a",6.64965551975621,6.97973241075461
"114",114,749.87080589304,1393.02355527025,29,2,"l1","a",6.61990093288282,7.23923188337858
"115",115,1047.607948133,1167.59117990006,29,3,"l1","a",6.95426469959695,7.062698084909
"116",116,603.05786687045,1243.20655119726,29,4,"l1","a",6.40201315708213,7.12544924922406
"117",117,630.823315007251,1278.17883350208,30,1,"l1","a",6.44702581541924,7.15319155746561
"118",118,980.575158927794,1350.93866958346,30,2,"l1","a",6.8881392963731,7.20855494061847
"119",119,950.159415501415,1186.26266541805,30,3,"l1","a",6.85662977630773,7.07856302672114
"120",120,950.586951703606,832.825585598404,30,4,"l1","a",6.85707963770616,6.72482423920925
"121",121,942.560811485934,1106.22964227949,31,1,"l1","a",6.84860043871123,7.00871279369359
"122",122,792.508691271218,1224.03044353616,31,2,"l1","a",6.67520347259504,7.10990433493303
"123",123,615.092839149421,1380.29199219612,31,3,"l1","a",6.42177321438005,7.23005034431747
"124",124,797.595635940834,960.136490569418,31,4,"l1","a",6.68160174714424,6.86707545203207
"125",125,994.558519442144,1024.61966705798,32,1,"l1","a",6.90229893964192,6.93207676618521
"126",126,581.67540636274,1106.02007418883,32,2,"l1","a",6.36591257112099,7.00852333217871
"127",127,633.290941427166,1324.95712686803,32,3,"l1","a",6.45092993965752,7.18913538081609
"128",128,803.717609937289,1251.5596391038,32,4,"l1","a",6.68924797606148,7.13214576383453
"129",129,762.792086323966,1276.47542503559,33,1,"l1","a",6.6369854991627,7.15185798466354
"130",130,726.906238122235,993.296383675842,33,2,"l1","a",6.58879749827002,6.90102909249772
"131",131,830.473316782875,1254.89934264496,33,3,"l1","a",6.72199579943771,7.13481064328551
"132",132,707.414855582439,1064.67170071903,33,4,"l1","a",6.56161727680878,6.9704217683853
"133",133,1074.82970938881,1165.3028351444,34,1,"l1","a",6.97991751814272,7.06073627655008
"134",134,850.698580887851,1330.68814854457,34,2,"l1","a",6.74605787181053,7.19345149232875
"135",135,631.504946462159,1157.44172214982,34,3,"l1","a",6.4481057746374,7.05396743665817
"136",136,895.535758841586,1426.99633700789,34,4,"l1","a",6.79742215240825,7.26332705055546
"137",137,548.277613972854,1473.39004708823,35,1,"l1","a",6.30678175351314,7.29532117916157
"138",138,667.213691765196,1450.73635534074,35,2,"l1","a",6.50311037206479,7.27982653778144
"139",139,789.554516836853,1302.28796909123,35,3,"l1","a",6.67146888366996,7.17187797273028
"140",140,695.549390715726,1164.95372270844,35,4,"l1","a",6.54470202353039,7.06043664221378
"141",141,730.073764945724,1297.96133861361,36,1,"l1","a",6.5931455769083,7.16855011146883
"142",142,696.397966697266,1327.59239479925,36,2,"l1","a",6.5459212881558,7.19112235129616
"143",143,639.001717699116,1128.56294612611,36,3,"l1","a",6.45990714247895,7.02870037328077
"144",144,470.065517513689,1234.56890840571,36,4,"l1","a",6.15287208395427,7.11847712610608
"145",145,889.875768804333,840.977034540169,37,1,"l1","a",6.7910818673701,6.73456435227568
"146",146,848.585366522836,1061.53422989353,37,2,"l1","a",6.74357068836175,6.96747052734363
"147",147,952.82242193445,1235.39661592313,37,3,"l1","a",6.859428550441,7.11914734400204
"148",148,1067.33803990134,1278.70792139267,37,4,"l1","a",6.9729230145303,7.15360541067763
"149",149,912.391499734508,1177.12300581555,38,1,"l1","a",6.81606917398642,7.07082860971436
"150",150,1031.57852726496,1222.6412316763,38,2,"l1","a",6.93884545880893,7.10876874160989
"151",151,487.441876033311,1326.39316327944,38,3,"l1","a",6.18917105467998,7.19021863002474
"152",152,847.2551098742,1162.96303121768,38,4,"l1","a",6.74200184159816,7.05872636458237
"153",153,657.594420776044,894.157913059605,39,1,"l1","a",6.48858835948463,6.79588239610712
"154",154,830.884300734447,1328.26825221101,39,2,"l1","a",6.72249055620245,7.19163130678455
"155",155,754.918617126942,911.17115817362,39,3,"l1","a",6.62660995155422,6.81473075905697
"156",156,976.179957017731,1145.94231911868,39,4,"l1","a",6.88364695160708,7.04398256365079
"157",157,807.852738026018,989.90594475672,40,1,"l1","a",6.69437978699236,6.8976099333191
"158",158,872.479542055968,1193.25827733009,40,2,"l1","a",6.77133920630136,7.08444289265649
"159",159,751.976297393186,1349.45391443247,40,3,"l1","a",6.62270480402914,7.20745528176932
"160",160,743.078288208845,1354.49502829794,40,4,"l1","a",6.6108014068774,7.21118399101117
"161",161,860.259710523394,1258.45435590527,41,1,"l1","a",6.75723433263875,7.13763954526868
"162",162,1041.13523636409,1015.44781448165,41,2,"l1","a",6.94806697022935,6.92308499071096
"163",163,856.963552348647,1237.71449445316,41,3,"l1","a",6.75339538834525,7.12102180827417
"164",164,827.505049837179,1231.6616786761,41,4,"l1","a",6.71841520975487,7.11611949491663
"165",165,865.327064852502,1363.19604036499,42,1,"l1","a",6.76310754512251,7.217587251409
"166",166,544.185603236154,1067.85814417555,42,2,"l1","a",6.29929037108586,6.97341018689261
"167",167,890.828130390266,1293.94731614687,42,3,"l1","a",6.79215151367925,7.16545276028059
"168",168,642.255480838338,937.890901728646,42,4,"l1","a",6.46498616976181,6.84363363278402
"169",169,986.449099880272,1431.49426174731,43,1,"l1","a",6.89411172745668,7.2664741159708
"170",170,876.240045693807,1246.85842003875,43,2,"l1","a",6.77564007816308,7.12838240277779
"171",171,960.796210706034,1143.1428160411,43,3,"l1","a",6.86776232686336,7.04153660440682
"172",172,559.159525048288,1441.11805356239,43,4,"l1","a",6.32643480820041,7.27317451739224
"173",173,531.352282207906,1142.41774354321,44,1,"l1","a",6.27542523292175,7.04090212327773
"174",174,838.233400012748,1143.89760112226,44,2,"l1","a",6.73129658200411,7.04219665842502
"175",175,549.116094896414,1256.20180762415,44,3,"l1","a",6.30830988526741,7.13584800898131
"176",176,732.22752481476,1078.72215529913,44,4,"l1","a",6.59609129191451,6.98353243005906
"177",177,871.201613363783,1246.13592678839,45,1,"l1","a",6.76987342350384,7.12780278391784
"178",178,994.141742524951,1062.27356430803,45,2,"l1","a",6.90187979460406,6.96816676214076
"179",179,819.187258260054,1302.92879131422,45,3,"l1","a",6.70831270028251,7.17236992583427
"180",180,731.132178689592,1131.78823882089,45,4,"l1","a",6.5945942624048,7.03155417308427
"181",181,765.690276566268,1435.34133724173,46,1,"l1","a",6.64077774928733,7.26915796558184
"182",182,839.247723629979,1203.35724885486,46,2,"l1","a",6.73250592347038,7.09287063685594
"183",183,773.950821639656,1193.76603833571,46,3,"l1","a",6.65150833363785,7.08486832695973
"184",184,786.769182842783,1189.78383895176,46,4,"l1","a",6.66793491803403,7.08152692166589
"185",185,839.91824019973,1331.89363851097,47,1,"l1","a",6.73330455400463,7.19435699694434
"186",186,776.971386565698,1319.42830798133,47,2,"l1","a",6.6554035241628,7.18495382175137
"187",187,971.906298762364,1184.20632653478,47,3,"l1","a",6.87925939936337,7.07682806253804
"188",188,842.051649191841,1340.00625487425,47,4,"l1","a",6.73584135344399,7.20042956075067
"189",189,930.043636071486,1194.15466038514,48,1,"l1","a",6.83523150555354,7.08519381687493
"190",190,735.22136234352,1303.41338333407,48,2,"l1","a",6.60017162712577,7.17274178186311
"191",191,709.354008007819,1032.82492009649,48,3,"l1","a",6.56435470799623,6.94005296791726
"192",192,778.938559078876,927.489033680154,48,4,"l1","a",6.65793217123118,6.83248097088625
"193",193,1070.56094049666,1092.73684862821,49,1,"l1","a",6.97593803354319,6.99644069855611
"194",194,767.146548575203,1155.58602546681,49,2,"l1","a",6.642677850359,7.05236287563804
"195",195,787.993480232838,1229.19931463291,49,3,"l1","a",6.66948981600745,7.11411827268451
"196",196,742.083535332049,1167.92970321505,49,4,"l1","a",6.60946181814062,7.0629879759734
"197",197,774.214950996474,1349.54589428748,50,1,"l1","a",6.65184954949993,7.20752344024398
"198",198,903.298097732464,1106.15981302514,50,2,"l1","a",6.80605261824465,7.00864966804978
"199",199,628.733369331865,789.880789890349,50,3,"l1","a",6.44370727069732,6.67188203520171
"200",200,735.277744006784,1023.04996673928,50,4,"l1","a",6.60024831083546,6.93054360810124
"201",201,882.351657857704,1392.79456789905,51,1,"l1","a",6.78259068159914,7.23906748831645
"202",202,1013.87412470763,938.474082175553,51,2,"l1","a",6.92153403907624,6.84425523942312
"203",203,829.750349301313,1189.20727824847,51,3,"l1","a",6.72112487157175,7.08104221139488
"204",204,900.444923883484,1440.38954141582,51,4,"l1","a",6.80288900103927,7.2726688708596
"205",205,753.82224887818,1102.05752618614,52,1,"l1","a",6.62515659602253,7.00493418997122
"206",206,551.166288077094,1236.29923819973,52,2,"l1","a",6.31203655686586,7.11987771081899
"207",207,578.645505960281,1187.78663937183,52,3,"l1","a",6.36069003784257,7.07984688730485
"208",208,886.950589920787,1101.95769824584,52,4,"l1","a",6.78778927604639,7.00484360262929
"209",209,830.760215535363,1257.80479890588,53,1,"l1","a",6.7223412039215,7.13712325741925
"210",210,819.485673518683,1087.94377879473,53,2,"l1","a",6.70867691605265,6.99204475217884
"211",211,653.633273960023,1334.39061179711,53,3,"l1","a",6.48254645100155,7.19622999605598
"212",212,1001.41028382723,1277.13154472858,53,4,"l1","a",6.90916456929311,7.15237186147795
"213",213,688.092512121966,1301.15111688851,54,1,"l1","a",6.53392329418725,7.17100462617795
"214",214,826.099614011161,1376.55190572832,54,2,"l1","a",6.71671536432608,7.22733703235578
"215",215,601.994321794312,1580.57502532842,54,3,"l1","a",6.40024801302898,7.36554399989216
"216",216,733.92746832031,1087.98498485521,54,4,"l1","a",6.59841020672949,6.99208262663611
"217",217,659.005715430164,1038.86301927434,55,1,"l1","a",6.4907322073483,6.94588214340322
"218",218,1100.9636496971,1087.05692400929,55,2,"l1","a",7.00394112046203,6.99122925374388
"219",219,811.65928309906,1343.13069677175,55,3,"l1","a",6.69908065000933,7.20275850881858
"220",220,768.427391498913,1172.19219624161,55,4,"l1","a",6.64434607770688,7.06663094665932
"221",221,749.297895201043,1204.81750751326,56,1,"l1","a",6.61913662834596,7.09408338840855
"222",222,710.922706366954,990.628432688537,56,2,"l1","a",6.56656371273617,6.89833952223419
"223",223,601.014224518158,1224.48029680408,56,3,"l1","a",6.39861860233858,7.11027178545352
"224",224,1068.98766505862,1227.38964532452,56,4,"l1","a",6.97446737219198,7.1126449536513
"225",225,820.185968631511,1306.32637464799,57,1,"l1","a",6.70953110555914,7.17497418263394
"226",226,794.42140624949,1105.74985906289,57,2,"l1","a",6.67761405880483,7.00827898929004
"227",227,958.633646968189,1288.50521053757,57,3,"l1","a",6.8655089862224,7.16123807396284
"228",228,903.915390669995,1185.32162935928,57,4,"l1","a",6.80673576162035,7.07776943392308
"229",229,755.392242604837,1429.18937192051,58,1,"l1","a",6.62723714097071,7.26486268973797
"230",230,773.203908257738,1393.90613938795,58,2,"l1","a",6.65054280197445,7.23986525719415
"231",231,819.360881920435,1116.27934402218,58,3,"l1","a",6.70852462406647,7.01775641988297
"232",232,583.446303376966,694.789031685006,58,4,"l1","a",6.36895242243115,6.54360824795133
"233",233,929.651204014557,1206.25654352261,59,1,"l1","a",6.83480946635196,7.09527707732044
"234",234,677.826188366592,1287.52907360164,59,2,"l1","a",6.51889089573341,7.1604802137211
"235",235,773.996351738657,1208.87714539691,59,3,"l1","a",6.65156716006267,7.09744722874088
"236",236,808.788775811554,1351.29691588809,59,4,"l1","a",6.69553779002781,7.2088200887119
"237",237,919.186063898824,1204.5488396836,60,1,"l1","a",6.82348856529997,7.09386036891541
"238",238,604.477029843398,1229.69723030352,60,2,"l1","a",6.40436367072808,7.11452326384076
"239",239,737.891702548494,904.960615655908,60,3,"l1","a",6.60379706931821,6.80789142414071
"240",240,730.09670805091,1030.61572968586,60,4,"l1","a",6.59317700215023,6.93791169842646
"241",241,866.841555359307,1124.67185971353,61,1,"l1","a",6.76485620962902,7.02524659183692
"242",242,946.829341391274,1224.18087957811,61,2,"l1","a",6.85311886722225,7.11002722958736
"243",243,750.590813108942,1171.76111360394,61,3,"l1","a",6.62086064722946,7.06626312137823
"244",244,564.785383857352,1076.49945777476,61,4,"l1","a",6.33644580740465,6.98146981311155
"245",245,949.883132370727,1269.27232436299,62,1,"l1","a",6.85633895847005,7.14619904229839
"246",246,820.069266207293,1147.65998009608,62,2,"l1","a",6.70938880767533,7.0454803484229
"247",247,715.593600571648,1228.87065945239,62,3,"l1","a",6.57311240884953,7.11385086354975
"248",248,988.367305466652,1167.91068564174,62,4,"l1","a",6.89605439532642,7.06297169269188
"249",249,796.729687599095,840.454256098922,63,1,"l1","a",6.68051545890167,6.73394252673812
"250",250,942.299305632508,1146.18232538318,63,2,"l1","a",6.84832295832664,7.04419198181307
"251",251,611.743285565955,1305.49829566695,63,3,"l1","a",6.41631272648152,7.17434008263619
"252",252,869.159483703855,1070.389180116,63,4,"l1","a",6.76752663397768,6.97577758106054
"253",253,820.353322634046,1042.19826867518,64,1,"l1","a",6.70973512871666,6.94908748125245
"254",254,618.234192775679,1230.79347819453,64,2,"l1","a",6.4268673383847,7.11541434459938
"255",255,815.447188458527,923.726321408129,64,3,"l1","a",6.70373666025656,6.82841583881683
"256",256,845.621247053583,976.824402176152,64,4,"l1","a",6.7400715608411,6.88430690423727
"257",257,878.619447800746,1245.01481171058,65,1,"l1","a",6.77835186628503,7.12690270578433
"258",258,568.742232013513,1223.00919479786,65,2,"l1","a",6.34342731217367,7.10906965389101
"259",259,721.40717713709,1033.24038197709,65,3,"l1","a",6.58120371732082,6.94045514483372
"260",260,697.049513601678,1159.73643432679,65,4,"l1","a",6.5468564464034,7.05594804649665
"261",261,587.550511698525,1404.2937090167,66,1,"l1","a",6.37596221968166,7.24728975716398
"262",262,636.418481721377,1324.86312467373,66,2,"l1","a",6.45585633708748,7.18906443095126
"263",263,873.887201182752,1309.19598982842,66,3,"l1","a",6.77295130689489,7.17716847955208
"264",264,746.93814047018,1233.8698996679,66,4,"l1","a",6.61598237108827,7.11791076914053
"265",265,959.345246822254,1101.13746308603,67,1,"l1","a",6.86625101721035,7.00409898186838
"266",266,597.259957666867,1012.48450648257,67,2,"l1","a",6.39235245859413,6.92016249662418
"267",267,791.640609737484,995.717746668193,67,3,"l1","a",6.67410751324314,6.90346383054362
"268",268,651.077201220432,1257.84515379085,67,4,"l1","a",6.47862822384175,7.13715534048782
"269",269,884.029689135245,1168.07299213706,68,1,"l1","a",6.7844906470683,7.06311065470358
"270",270,904.036650019115,1123.5994623069,68,2,"l1","a",6.80686990162691,7.02429261668503
"271",271,679.053335641034,1116.93415349681,68,3,"l1","a",6.52069967475513,7.01834284791068
"272",272,847.620748678379,1165.13391010127,68,4,"l1","a",6.74243330542249,7.06059130368715
"273",273,946.719328883215,1280.12670839375,69,1,"l1","a",6.85300267004189,7.154714342947
"274",274,800.407048338308,1295.24951659086,69,2,"l1","a",6.68512040869068,7.16645863247796
"275",275,545.994820105545,1304.42739694186,69,3,"l1","a",6.30260948871372,7.17351944717655
"276",276,941.988206340161,1113.7271031539,69,4,"l1","a",6.84799275468924,7.01546742023825
"277",277,544.026909716832,1000.59251216907,70,1,"l1","a",6.29899871202376,6.90834761568518
"278",278,830.422014681965,1016.35569059496,70,2,"l1","a",6.72193402299707,6.92397865603978
"279",279,692.237488354239,1165.23042804336,70,3,"l1","a",6.53992908800437,7.06067413875338
"280",280,808.378077744903,1195.41753062479,70,4,"l1","a",6.69502986708272,7.08625080135271
"281",281,965.575978469492,943.216758733923,71,1,"l1","a",6.87272479216391,6.84929611701901
"282",282,645.649367335386,1232.00192870339,71,2,"l1","a",6.47025658140429,7.11639570959824
"283",283,1003.4621345503,1146.66965008156,71,3,"l1","a",6.91121143414161,7.04461706351127
"284",284,687.031782539448,963.956821000981,71,4,"l1","a",6.53238055394622,6.87104650211462
"285",285,866.91786225598,1293.81475024205,72,1,"l1","a",6.76494423441025,7.16535030425757
"286",286,811.840879142262,1196.18729099085,72,2,"l1","a",6.69930435931122,7.08689452006886
"287",287,749.870306691774,1268.61705727552,72,3,"l1","a",6.61990026716624,7.1456826548571
"288",288,593.106022328378,1147.68203196502,72,4,"l1","a",6.38537317277792,7.04549956287445
"289",289,795.600093447555,1085.42430683833,73,1,"l1","a",6.67909666443526,6.98972625573854
"290",290,555.22568354047,1176.24877003833,73,2,"l1","a",6.31937466810187,7.07008564523556
"291",291,933.661193320717,1267.41665384592,73,3,"l1","a",6.83911362436923,7.14473597696871
"292",292,614.247265964218,1072.91520556854,73,4,"l1","a",6.42039756037668,6.97813471394282
"293",293,988.719186865539,1409.46677747573,74,1,"l1","a",6.89641035486988,7.25096673984412
"294",294,613.218927332866,1145.11823480771,74,2,"l1","a",6.41872201301325,7.043263172498
"295",295,460.676743136927,1166.43134766909,74,3,"l1","a",6.13269658908944,7.06170423646689
"296",296,353.651241771275,1219.79233272161,74,4,"l1","a",5.86831123477592,7.10643590415774
"297",297,939.498077864219,1223.47092651678,75,1,"l1","a",6.84534577293788,7.1094471200477
"298",298,557.772715256686,1066.2968446527,75,2,"l1","a",6.32395155907533,6.97194703186445
"299",299,504.276219764246,1023.71379000723,75,3,"l1","a",6.22312417303182,6.93119226458544
"300",300,860.585013265756,1263.10138527187,75,4,"l1","a",6.7576124059672,7.14132539250316
"301",301,984.99541729865,1017.41882823075,76,1,"l1","a",6.89263698867259,6.92502413843991
"302",302,864.004610909342,1290.52120255038,76,2,"l1","a",6.76157810549044,7.16280144874116
"303",303,892.879899190387,1356.5766253908,76,3,"l1","a",6.79445208044358,7.21271961807517
